DATE,count,Temperature,Visibility,Cloud Cover,humidity,Conditions,DJI,Precipitation,Snow,snow_depth,wind_speed,DAY_OF_WEEK,WEEKEND,DAY_OF_MONTH,YEAR,MONTH,UNEMPLOY_RATE,fed_holiday,gov_holiday,nonpub_holiday,reg_holiday,race_label,BCG,BSX,EIX,JHI,MPGSX,STT,TJX,TMO,UNEMPLOY_RATE_7,JHI_7,MPGSX_7,TJX_7,TMO_7,BSX_7,EIX_7,STT_7,BCG_7,count_lag,Temperature_lag,DJI_lag,UNEMPLOY_RATE_lag,Conditions_lag,Precipitation_lag,Snow_lag,JHI_lag,MPGSX_lag,TJX_lag,TMO_lag,JHI_7_lag,MPGSX_7_lag,TJX_7_lag,TMO_7_lag,BCG_7_lag,t
2018-01-01,48,5.6,9.9,15.0,48.02,Clear,24824.01,0.0,0.0,1.51,20.7,1,0,01,2018,1,3.7,1.0,0.0,0.0,0.0,ASSAULT,6130.0,25.280000686645508,53.61717224121094,12.898993492126465,8.150965690612793,86.98834991455078,36.429710388183594,191.05609130859375,,,,,,,,,,,,,,,,,,,,,,,,,,0
2018-01-02,13,11.6,9.9,25.6,53.38,Partially cloudy,24824.01,0.0,0.0,1.51,16.0,2,0,02,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6130.0,25.280000686645508,53.61717224121094,12.898993492126465,8.150965690612793,86.98834991455078,36.429710388183594,191.05609130859375,,,,,,,,,,,,,,,,,,,,,,,,,,1
2018-01-03,61,21.8,9.9,53.4,54.99,Partially cloudy,24922.68,0.0,0.0,1.2,19.2,3,0,03,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6100.0,25.559999465942383,53.19331741333008,12.928308486938477,8.221843719482422,87.62693786621094,35.7741813659668,194.56082153320312,,,,,,,,,,,,,,,,,,,,,,,,,,2
2018-01-04,10,25.9,4.5,87.0,78.59,"Snow, Overcast",25075.13,0.62,6.67,7.71,34.2,4,0,04,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6060.0,25.31999969482422,52.803382873535156,12.884334564208984,8.254060745239258,88.57128143310547,35.831172943115234,196.9962921142578,,,,,,,,,,48.0,5.6,24824.01,3.7,Clear,0.0,0.0,12.898993492126465,8.150965690612793,36.429710388183594,191.05609130859375,,,,,,3
2018-01-05,20,14.2,8.4,57.1,53.83,"Snow, Partially cloudy",25295.87,0.0,4.0,11.72,35.6,5,0,05,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6030.0,25.969999313354492,53.38828659057617,12.840360641479492,8.337825775146484,88.6522216796875,36.64822006225586,200.37229919433594,,,,,,,,,,13.0,11.6,24824.01,3.7,Partially cloudy,0.0,0.0,12.898993492126465,8.150965690612793,36.429710388183594,191.05609130859375,,,,,,4
2018-01-06,26,8.1,9.5,25.4,43.9,Partially cloudy,25283.0,0.0,0.0,10.93,30.7,6,1,06,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5950.0,25.809999465942383,54.4224853515625,12.994270324707031,8.357156753540039,89.62356567382812,35.93568420410156,200.69903564453125,,,,,,,,,,61.0,21.8,24922.68,3.7,Partially cloudy,0.0,0.0,12.928308486938477,8.221843719482422,35.7741813659668,194.56082153320312,,,,,,5
2018-01-07,19,6.6,9.9,39.3,43.41,Partially cloudy,25283.0,0.0,0.0,10.07,27.2,7,1,07,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5950.0,25.809999465942383,54.4224853515625,12.994270324707031,8.357156753540039,89.62356567382812,35.93568420410156,200.69903564453125,3.7,12.919933046613421,8.261425018310547,36.14062336512974,196.4913809640067,25.575714111328125,53.63775743756975,88.29632459368024,6050.0,10.0,25.9,25075.13,3.7,"Snow, Overcast",0.62,6.67,12.884334564208984,8.254060745239258,35.831172943115234,196.9962921142578,,,,,,6
2018-01-08,35,28.0,9.9,98.7,55.7,Overcast,25283.0,0.0,0.0,9.84,21.6,1,0,08,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5950.0,25.809999465942383,54.4224853515625,12.994270324707031,8.357156753540039,89.62356567382812,35.93568420410156,200.69903564453125,3.7,12.933544022696358,8.29088088444301,36.07004819597517,197.8689444405692,25.65142822265625,53.752802167619976,88.67278398786273,6024.285714285715,20.0,14.2,25295.87,3.7,"Snow, Partially cloudy",0.0,4.0,12.840360641479492,8.337825775146484,36.64822006225586,200.37229919433594,,,,,,7
2018-01-09,42,35.6,9.9,60.0,60.58,Partially cloudy,25385.8,0.0,0.0,9.84,18.3,2,0,09,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,5990.0,27.959999084472656,53.846046447753906,12.994270324707031,8.376486778259277,91.19747161865234,35.86443328857422,204.0453338623047,3.7,12.947154998779297,8.323098182678223,35.9892943246024,199.72455051967077,26.034285136631556,53.7854984828404,89.27408708844867,6004.285714285715,26.0,8.1,25283.0,3.7,Partially cloudy,0.0,0.0,12.994270324707031,8.357156753540039,35.93568420410156,200.69903564453125,,,,,,8
2018-01-10,23,30.7,9.9,24.4,61.78,Clear,25369.13,0.0,0.0,9.53,12.8,3,0,10,2018,1,3.7,0.0,0.0,0.0,0.0,ASSAULT,6000.0,27.520000457763672,53.26961135864258,12.928308486938477,8.36359977722168,93.76072692871094,36.230201721191406,204.23342895507812,3.6999999999999997,12.947154998779297,8.343349048069545,36.05444008963449,201.1063515799386,26.314285278320312,53.79639761788504,90.1503426688058,5990.0,19.0,6.6,25283.0,3.7,Partially cloudy,0.0,0.0,12.994270324707031,8.357156753540039,35.93568420410156,200.69903564453125,12.919933046613421,8.261425018310547,36.14062336512974,196.4913809640067,6050.0,9
